y	x	label	showSelected1	showSelected2	showSelected3	group
1.05	0.09192171193647	0/978=0.0% false negative bases	1	McGill0001	McGill0012	41
1.05	0.09192171193647	0/978=0.0% false negative bases	1	McGill0001	McGill0013	42
1.05	0.09192171193647	0/978=0.0% false negative bases	1	McGill0001	McGill0014	43
1.05	0.09192171193647	0/978=0.0% false negative bases	1	McGill0001	McGill0015	44
1.05	0.09192171193647	0/978=0.0% false negative bases	1	McGill0001	McGill0016	45
1.05	0.09192171193647	0/978=0.0% false negative bases	1	McGill0002	McGill0012	46
1.05	0.09192171193647	0/978=0.0% false negative bases	1	McGill0002	McGill0013	47
1.05	0.09192171193647	0/978=0.0% false negative bases	1	McGill0002	McGill0014	48
1.05	0.09192171193647	0/978=0.0% false negative bases	1	McGill0002	McGill0015	49
1.05	0.09192171193647	0/978=0.0% false negative bases	1	McGill0002	McGill0016	50
1.05	0.09192171193647	0/978=0.0% false negative bases	5	McGill0001	McGill0012	41
1.05	0.09192171193647	0/978=0.0% false negative bases	5	McGill0001	McGill0013	42
1.05	0.09192171193647	0/978=0.0% false negative bases	5	McGill0001	McGill0014	43
1.05	0.09192171193647	0/978=0.0% false negative bases	5	McGill0001	McGill0015	44
1.05	0.09192171193647	0/978=0.0% false negative bases	5	McGill0001	McGill0016	45
1.05	0.09192171193647	0/978=0.0% false negative bases	5	McGill0002	McGill0012	46
1.05	0.09192171193647	0/978=0.0% false negative bases	5	McGill0002	McGill0013	47
1.05	0.09192171193647	0/978=0.0% false negative bases	5	McGill0002	McGill0014	48
1.05	0.09192171193647	0/978=0.0% false negative bases	5	McGill0002	McGill0015	49
1.05	0.09192171193647	0/978=0.0% false negative bases	5	McGill0002	McGill0016	50
1.05	0.09192171193647	0/978=0.0% false negative bases	9	McGill0001	McGill0012	41
1.05	0.09192171193647	0/978=0.0% false negative bases	9	McGill0001	McGill0013	42
1.05	0.09192171193647	0/978=0.0% false negative bases	9	McGill0001	McGill0014	43
1.05	0.09192171193647	0/978=0.0% false negative bases	9	McGill0001	McGill0015	44
1.05	0.09192171193647	0/978=0.0% false negative bases	9	McGill0001	McGill0016	45
1.05	0.09192171193647	0/978=0.0% false negative bases	9	McGill0002	McGill0012	46
1.05	0.09192171193647	0/978=0.0% false negative bases	9	McGill0002	McGill0013	47
1.05	0.09192171193647	0/978=0.0% false negative bases	9	McGill0002	McGill0014	48
1.05	0.09192171193647	0/978=0.0% false negative bases	9	McGill0002	McGill0015	49
1.05	0.09192171193647	0/978=0.0% false negative bases	9	McGill0002	McGill0016	50
1.05	0.09192171193647	0/978=0.0% false negative bases	13	McGill0001	McGill0012	41
1.05	0.09192171193647	0/978=0.0% false negative bases	13	McGill0001	McGill0013	42
1.05	0.09192171193647	0/978=0.0% false negative bases	13	McGill0001	McGill0014	43
1.05	0.09192171193647	0/978=0.0% false negative bases	13	McGill0001	McGill0015	44
1.05	0.09192171193647	0/978=0.0% false negative bases	13	McGill0001	McGill0016	45
1.05	0.09192171193647	0/978=0.0% false negative bases	13	McGill0002	McGill0012	46
1.05	0.09192171193647	0/978=0.0% false negative bases	13	McGill0002	McGill0013	47
