x	xend	y	yend
0	249.250621	1	1
0	243.199373	2	2
0	198.02243	3	3
0	191.154276	4	4
0	180.91526	5	5
0	171.115067	6	6
0	159.138663	7	7
0	146.364022	8	8
0	141.213431	9	9
0	135.534747	10	10
0	135.006516	11	11
0	133.851895	12	12
0	115.169878	13	13
0	107.34954	14	14
0	102.531392	15	15
0	90.354753	16	16
0	81.19521	17	17
0	78.077248	18	18
0	59.128983	19	19
0	63.02552	20	20
0	48.129895	21	21
0	51.304566	22	22
0	155.27056	23	23
0	59.373566	24	24
