fill	x	y	clickSelects	showSelected2	showSelected3
#F6F4BF	100	-1	McGill0012	1	false.positive
#F6F4BF	100	-2	McGill0012	1	false.positive
#F6F4BF	100	-3	McGill0012	1	false.positive
#F6F4BF	100	-4	McGill0012	1	false.positive
#F6F4BF	100	-5	McGill0012	1	false.positive
#F6F4BF	100	-6	McGill0012	1	false.positive
#F6F4BF	100	-7	McGill0012	1	false.positive
#F6F4BF	100	-8	McGill0012	1	false.positive
#F6F4BF	100	-1	McGill0013	1	false.positive
#F6F4BF	100	-2	McGill0013	1	false.positive
#F6F4BF	100	-3	McGill0013	1	false.positive
#F6F4BF	100	-4	McGill0013	1	false.positive
#F6F4BF	100	-5	McGill0013	1	false.positive
#F6F4BF	100	-6	McGill0013	1	false.positive
#F6F4BF	100	-7	McGill0013	1	false.positive
#F6F4BF	100	-8	McGill0013	1	false.positive
#F6F4BF	100	-1	McGill0014	1	false.positive
#F6F4BF	100	-2	McGill0014	1	false.positive
#F6F4BF	100	-3	McGill0014	1	false.positive
#F6F4BF	100	-4	McGill0014	1	false.positive
#F6F4BF	100	-5	McGill0014	1	false.positive
#F6F4BF	100	-6	McGill0014	1	false.positive
#F6F4BF	100	-7	McGill0014	1	false.positive
#F6F4BF	100	-8	McGill0014	1	false.positive
#F6F4BF	100	-1	McGill0015	1	false.positive
#F6F4BF	100	-2	McGill0015	1	false.positive
#F6F4BF	100	-3	McGill0015	1	false.positive
#F6F4BF	100	-4	McGill0015	1	false.positive
#F6F4BF	100	-5	McGill0015	1	false.positive
#F6F4BF	100	-6	McGill0015	1	false.positive
#F6F4BF	100	-7	McGill0015	1	false.positive
#F6F4BF	100	-8	McGill0015	1	false.positive
#F6F4BF	100	-1	McGill0016	1	false.positive
#F6F4BF	100	-2	McGill0016	1	false.positive
#F6F4BF	100	-3	McGill0016	1	false.positive
#F6F4BF	100	-4	McGill0016	1	false.positive
#F6F4BF	100	-5	McGill0016	1	false.positive
#F6F4BF	100	-6	McGill0016	1	false.positive
#F6F4BF	100	-7	McGill0016	1	false.positive
#F6F4BF	100	-8	McGill0016	1	false.positive
#F6F4BF	3.76720408965788	-1	McGill0012	5	false.positive
#F6F4BF	4.75815965395203	-3	McGill0012	5	false.positive
