ymin	ymax	x	group
0.458595208226681	0.461394331815119	0.000450070323488045	26
0.46157183360358	0.465354382849204	0.00146272855133615	26
0.465507477740021	0.468564388801046	0.00247538677918425	26
0.468778050983184	0.47122490147538	0.00348804500703235	26
0.471318105487683	0.47256857322843	0.00450070323488045	26
0.472663984987939	0.473266607425638	0.00551336146272855	26
0.473334144392012	0.474749295069086	0.00652601969057665	26
0.474831141225595	0.476168101476653	0.00753867791842475	26
0.47620109576451	0.476763578067957	0.00855133614627285	26
0.476860333387911	0.478865768502591	0.00956399437412096	26
0.478995668997931	0.480984836259761	0.0105766526019691	26
0.481112931579147	0.483512333053631	0.0115893108298172	26
0.483660523049252	0.486071035465257	0.0126019690576653	26
0.486189784026674	0.488639343303475	0.0136146272855134	26
0.488779619281344	0.490329617933111	0.0146272855133615	26
0.490397318514272	0.491226975190214	0.0156399437412096	26
0.491032813713634	0.491279219843816	0.0166526019690577	26
0.490008762357374	0.490998786820451	0.0176652601969058	26
0.487624305839909	0.489922436117271	0.0186779184247539	26
0.484396045520326	0.487446558350875	0.019690576652602	26
0.4808880020664	0.484166663901045	0.0207032348804501	26
0.478433548484007	0.480715519157216	0.0217158931082982	26
0.475529200623747	0.478264355583486	0.0227285513361463	26
0.47277526463274	0.475369013196612	0.0237412095639944	26
0.470160814789343	0.472627942025705	0.0247538677918425	26
0.466458874170718	0.469986590264817	0.0257665260196906	26
0.463041376653086	0.46624634340602	0.0267791842475387	26
0.459832640626476	0.462858431104899	0.0277918424753868	26
0.458304366045999	0.459681264859801	0.0288045007032349	26
0.458284841880234	0.459049776956599	0.029817158931083	26
0.459102453949197	0.46033995843682	0.0308298171589311	26
0.460452869467842	0.462174158697155	0.0318424753867792	26
0.462239497214757	0.463271074974638	0.0328551336146273	26
0.463345357272969	0.464151399297689	0.0338677918424754	26
0.462611705025761	0.464174403797016	0.0348804500703235	26
0.460698783008078	0.462514138547924	0.0358931082981716	26
0.459295214794685	0.460565514881709	0.0369057665260197	26
0.457042820258014	0.459319585727145	0.0379184247538678	26
0.45425087020149	0.456872752622425	0.0389310829817159	26
0.45229030620289	0.454172121651822	0.039943741209564	26
0.450419656259436	0.452141137468266	0.0409563994374121	26
0.449323832281149	0.450318904867867	0.0419690576652602	26
0.448643171265477	0.449263016153498	0.0429817158931083	26
0.449224600662589	0.451618434917026	0.0439943741209564	26
0.451781779616712	0.454004326518289	0.0450070323488045	26
0.454140174729356	0.45665906082072	0.0460196905766526	26
0.456773936632203	0.458821611729477	0.0470323488045007	26
0.458955920335566	0.461581174217216	0.0480450070323488	26
0.461696819708751	0.463965703129549	0.0490576652601969	26
0.464048893660858	0.465215616190197	0.050070323488045	26
0.465284526836877	0.466780894662472	0.0510829817158931	26
0.466899649305138	0.468810667707293	0.0520956399437412	26
0.468907233314576	0.469811660896373	0.0531082981715893	26
0.469825558601566	0.470217775265504	0.0541209563994374	26
0.469840208469119	0.470188667403705	0.0551336146272855	26
0.468880529905639	0.469781085050537	0.0561462728551336	26
0.467005346103366	0.468813060530001	0.0571589310829817	26
0.46460848295396	0.46692205930066	0.0581715893108298	26
0.463482574738251	0.46454287336508	0.0591842475386779	26
0.46212892470888	0.463408297355735	0.060196905766526	26
0.460247563706256	0.462037996891349	0.0612095639943741	26
0.458696018683137	0.460136322736437	0.0622222222222222	26
0.458134688525071	0.458703786229476	0.0632348804500703	26
0.458802947490587	0.459455086402377	0.0642475386779184	26
0.459477740852652	0.460361841215354	0.0652601969057665	26
0.460421548287312	0.461924110139534	0.0662728551336146	26
0.462044610723429	0.4640121351628	0.0672855133614627	26
0.46410987270938	0.465328147714351	0.0682981715893108	26
0.465388082093653	0.465876255131858	0.0693108298171589	26
0.464875706739301	0.465839166884233	0.070323488045007	26
0.462607462751327	0.464792150415946	0.0713361462728551	26
0.459454840934499	0.462445108422378	0.0723488045007032	26
0.456044270092797	0.459238250146928	0.0733614627285513	26
0.452908258066481	0.455875822303658	0.0743741209563994	26
0.449558740084047	0.452674783446278	0.0753867791842475	26
0.446242889162636	0.449380082360896	0.0763994374120956	26
0.443549234165132	0.446060208095999	0.0774120956399437	26
0.44150868393538	0.443397530746659	0.0784247538677918	26
0.439360068283554	0.441391099937395	0.0794374120956399	26
0.436867608651218	0.439243980904314	0.0804500703234881	26
0.434386547096367	0.436725418167643	0.0814627285513361	26
0.433485207940046	0.434311092817714	0.0824753867791842	26
0.432836664813843	0.433439220653077	0.0834880450070324	26
0.432735990671539	0.432887772277403	0.0845007032348804	26
0.432888111005974	0.433120475585253	0.0855133614627285	26
0.433147390713593	0.433818948731526	0.0865260196905767	26
0.43193420795684	0.433973771556274	0.0875386779184248	26
0.428037194126173	0.431765263434987	0.0885513361462729	26
0.425000356863703	0.427792824224405	0.089563994374121	26
0.422009001483145	0.42484645992973	0.0905766526019691	26
0.419377251887369	0.421807368547874	0.0915893108298171	26
0.415166575765713	0.419224740703632	0.0926019690576653	26
0.415437512848563	0.417585065734914	0.0936146272855134	26
0.417740344589955	0.418859620517681	0.0946272855133614	26
0.418181969666475	0.418843439872378	0.0956399437412096	26
0.417948259037868	0.418167307574261	0.0966526019690577	26
0.41762980938433	0.417922842562276	0.0976652601969058	26
0.417630401916484	0.417929701411291	0.0986779184247539	26
0.417948548969928	0.418444250047842	0.099690576652602	26
0.418509896484941	0.419568578279824	0.10070323488045	26
0.418936831246488	0.419633107840264	0.101715893108298	26
0.41653272855851	0.418828834322571	0.102728551336146	26
0.414677911776458	0.416381453419907	0.103741209563994	26
0.413091265768378	0.414591629770324	0.104753867791842	26
0.411323516032714	0.413001377160143	0.105766526019691	26
0.409275966785951	0.411218531995319	0.106779184247539	26
0.408743887152618	0.409160360689385	0.107791842475387	26
0.408858258957657	0.410033288602584	0.108804500703235	26
0.410103995615677	0.412074339981094	0.109817158931083	26
0.412224774647601	0.415122189156445	0.110829817158931	26
0.415311130608986	0.418971885598587	0.111842475386779	26
0.419190753694353	0.424129592835181	0.112855133614627	26
0.424450572600049	0.428677613484567	0.113867791842475	26
0.42892343395657	0.432636863344257	0.114880450070324	26
0.432851466739315	0.433525494208946	0.115893108298172	26
0.433124528366389	0.433498429549685	0.11690576652602	26
0.433127240790399	0.433669435791707	0.117918424753868	26
0.432127686169742	0.433465507561544	0.118931082981716	26
0.429560693369887	0.432028144275721	0.119943741209564	26
0.426372741207975	0.429374392433023	0.120956399437412	26
0.424173414196991	0.426238014378692	0.12196905766526	26
0.42363764451293	0.424158539673371	0.122981715893108	26
0.423261192325955	0.423587577617031	0.123994374120956	26
0.423449942380335	0.424819775320035	0.125007032348805	26
0.424933154690782	0.428261565358273	0.126019690576653	26
0.428502297401052	0.433540464234958	0.127032348804501	26
0.433930910293083	0.439828315435509	0.128045007032349	26
0.440158908722669	0.445396587146031	0.129057665260197	26
0.445735815405422	0.450739995044486	0.130070323488045	26
0.450984875116193	0.454982829450398	0.131082981715893	26
0.455206748483621	0.458221389654056	0.132095639943741	26
