y	x	label	showSelected1	showSelected2	showSelected3	group
1.05	0.907313642756681	0/333=0.0% false negative bases	1	McGill0012	McGill0004	1
1.05	0.907313642756681	0/333=0.0% false negative bases	1	McGill0012	McGill0005	2
1.05	0.907313642756681	0/333=0.0% false negative bases	1	McGill0012	McGill0006	3
1.05	0.907313642756681	0/333=0.0% false negative bases	1	McGill0012	McGill0007	4
1.05	0.907313642756681	0/333=0.0% false negative bases	1	McGill0012	McGill0008	5
1.05	0.907313642756681	0/333=0.0% false negative bases	1	McGill0012	McGill0009	6
1.05	0.907313642756681	0/333=0.0% false negative bases	1	McGill0012	McGill0010	7
1.05	0.907313642756681	0/333=0.0% false negative bases	1	McGill0012	McGill0011	8
1.05	0.907313642756681	0/333=0.0% false negative bases	1	McGill0013	McGill0004	9
1.05	0.907313642756681	0/333=0.0% false negative bases	1	McGill0013	McGill0005	10
1.05	0.907313642756681	0/333=0.0% false negative bases	1	McGill0013	McGill0006	11
1.05	0.907313642756681	0/333=0.0% false negative bases	1	McGill0013	McGill0007	12
1.05	0.907313642756681	0/333=0.0% false negative bases	1	McGill0013	McGill0008	13
1.05	0.907313642756681	0/333=0.0% false negative bases	1	McGill0013	McGill0009	14
1.05	0.907313642756681	0/333=0.0% false negative bases	1	McGill0013	McGill0010	15
1.05	0.907313642756681	0/333=0.0% false negative bases	1	McGill0013	McGill0011	16
1.05	0.907313642756681	0/333=0.0% false negative bases	1	McGill0014	McGill0004	17
1.05	0.907313642756681	0/333=0.0% false negative bases	1	McGill0014	McGill0005	18
1.05	0.907313642756681	0/333=0.0% false negative bases	1	McGill0014	McGill0006	19
1.05	0.907313642756681	0/333=0.0% false negative bases	1	McGill0014	McGill0007	20
1.05	0.907313642756681	0/333=0.0% false negative bases	1	McGill0014	McGill0008	21
1.05	0.907313642756681	0/333=0.0% false negative bases	1	McGill0014	McGill0009	22
1.05	0.907313642756681	0/333=0.0% false negative bases	1	McGill0014	McGill0010	23
1.05	0.907313642756681	0/333=0.0% false negative bases	1	McGill0014	McGill0011	24
1.05	0.907313642756681	0/333=0.0% false negative bases	1	McGill0015	McGill0004	25
1.05	0.907313642756681	0/333=0.0% false negative bases	1	McGill0015	McGill0005	26
1.05	0.907313642756681	0/333=0.0% false negative bases	1	McGill0015	McGill0006	27
1.05	0.907313642756681	0/333=0.0% false negative bases	1	McGill0015	McGill0007	28
1.05	0.907313642756681	0/333=0.0% false negative bases	1	McGill0015	McGill0008	29
1.05	0.907313642756681	0/333=0.0% false negative bases	1	McGill0015	McGill0009	30
1.05	0.907313642756681	0/333=0.0% false negative bases	1	McGill0015	McGill0010	31
1.05	0.907313642756681	0/333=0.0% false negative bases	1	McGill0015	McGill0011	32
1.05	0.907313642756681	0/333=0.0% false negative bases	1	McGill0016	McGill0004	33
1.05	0.907313642756681	0/333=0.0% false negative bases	1	McGill0016	McGill0005	34
1.05	0.907313642756681	0/333=0.0% false negative bases	1	McGill0016	McGill0006	35
1.05	0.907313642756681	0/333=0.0% false negative bases	1	McGill0016	McGill0007	36
1.05	0.907313642756681	0/333=0.0% false negative bases	1	McGill0016	McGill0008	37
1.05	0.907313642756681	0/333=0.0% false negative bases	1	McGill0016	McGill0009	38
1.05	0.907313642756681	0/333=0.0% false negative bases	1	McGill0016	McGill0010	39
1.05	0.907313642756681	0/333=0.0% false negative bases	1	McGill0016	McGill0011	40
1.05	0.907313642756681	34/333=10.2% false negative bases	5	McGill0012	McGill0004	1
1.05	0.907313642756681	0/333=0.0% false negative bases	5	McGill0012	McGill0005	2
1.05	0.907313642756681	46/333=13.8% false negative bases	5	McGill0012	McGill0006	3
1.05	0.907313642756681	0/333=0.0% false negative bases	5	McGill0012	McGill0007	4
1.05	0.907313642756681	0/333=0.0% false negative bases	5	McGill0012	McGill0008	5
1.05	0.907313642756681	0/333=0.0% false negative bases	5	McGill0012	McGill0009	6
1.05	0.907313642756681	0/333=0.0% false negative bases	5	McGill0012	McGill0010	7
1.05	0.907313642756681	0/333=0.0% false negative bases	5	McGill0012	McGill0011	8
1.05	0.907313642756681	281/333=84.4% false negative bases	5	McGill0013	McGill0004	9
1.05	0.907313642756681	0/333=0.0% false negative bases	5	McGill0013	McGill0005	10
1.05	0.907313642756681	63/333=18.9% false negative bases	5	McGill0013	McGill0006	11
1.05	0.907313642756681	0/333=0.0% false negative bases	5	McGill0013	McGill0007	12
1.05	0.907313642756681	0/333=0.0% false negative bases	5	McGill0013	McGill0008	13
1.05	0.907313642756681	0/333=0.0% false negative bases	5	McGill0013	McGill0009	14
1.05	0.907313642756681	0/333=0.0% false negative bases	5	McGill0013	McGill0010	15
1.05	0.907313642756681	0/333=0.0% false negative bases	5	McGill0013	McGill0011	16
1.05	0.907313642756681	333/333=100.0% false negative bases	5	McGill0014	McGill0004	17
1.05	0.907313642756681	0/333=0.0% false negative bases	5	McGill0014	McGill0005	18
1.05	0.907313642756681	333/333=100.0% false negative bases	5	McGill0014	McGill0006	19
1.05	0.907313642756681	110/333=33.0% false negative bases	5	McGill0014	McGill0007	20
1.05	0.907313642756681	0/333=0.0% false negative bases	5	McGill0014	McGill0008	21
1.05	0.907313642756681	0/333=0.0% false negative bases	5	McGill0014	McGill0009	22
1.05	0.907313642756681	214/333=64.3% false negative bases	5	McGill0014	McGill0010	23
1.05	0.907313642756681	0/333=0.0% false negative bases	5	McGill0014	McGill0011	24
1.05	0.907313642756681	38/333=11.4% false negative bases	5	McGill0015	McGill0004	25
1.05	0.907313642756681	0/333=0.0% false negative bases	5	McGill0015	McGill0005	26
1.05	0.907313642756681	5/333=1.5% false negative bases	5	McGill0015	McGill0006	27
1.05	0.907313642756681	0/333=0.0% false negative bases	5	McGill0015	McGill0007	28
1.05	0.907313642756681	0/333=0.0% false negative bases	5	McGill0015	McGill0008	29
1.05	0.907313642756681	0/333=0.0% false negative bases	5	McGill0015	McGill0009	30
1.05	0.907313642756681	0/333=0.0% false negative bases	5	McGill0015	McGill0010	31
1.05	0.907313642756681	0/333=0.0% false negative bases	5	McGill0015	McGill0011	32
1.05	0.907313642756681	165/333=49.5% false negative bases	5	McGill0016	McGill0004	33
1.05	0.907313642756681	0/333=0.0% false negative bases	5	McGill0016	McGill0005	34
1.05	0.907313642756681	50/333=15.0% false negative bases	5	McGill0016	McGill0006	35
1.05	0.907313642756681	0/333=0.0% false negative bases	5	McGill0016	McGill0007	36
1.05	0.907313642756681	0/333=0.0% false negative bases	5	McGill0016	McGill0008	37
1.05	0.907313642756681	0/333=0.0% false negative bases	5	McGill0016	McGill0009	38
1.05	0.907313642756681	0/333=0.0% false negative bases	5	McGill0016	McGill0010	39
1.05	0.907313642756681	0/333=0.0% false negative bases	5	McGill0016	McGill0011	40
1.05	0.907313642756681	22/333=6.6% false negative bases	9	McGill0012	McGill0004	1
1.05	0.907313642756681	4/333=1.2% false negative bases	9	McGill0012	McGill0005	2
1.05	0.907313642756681	54/333=16.2% false negative bases	9	McGill0012	McGill0006	3
1.05	0.907313642756681	0/333=0.0% false negative bases	9	McGill0012	McGill0007	4
1.05	0.907313642756681	3/333=0.9% false negative bases	9	McGill0012	McGill0008	5
1.05	0.907313642756681	1/333=0.3% false negative bases	9	McGill0012	McGill0009	6
1.05	0.907313642756681	0/333=0.0% false negative bases	9	McGill0012	McGill0010	7
1.05	0.907313642756681	1/333=0.3% false negative bases	9	McGill0012	McGill0011	8
1.05	0.907313642756681	61/333=18.3% false negative bases	9	McGill0013	McGill0004	9
1.05	0.907313642756681	0/333=0.0% false negative bases	9	McGill0013	McGill0005	10
1.05	0.907313642756681	16/333=4.8% false negative bases	9	McGill0013	McGill0006	11
1.05	0.907313642756681	0/333=0.0% false negative bases	9	McGill0013	McGill0007	12
1.05	0.907313642756681	0/333=0.0% false negative bases	9	McGill0013	McGill0008	13
1.05	0.907313642756681	0/333=0.0% false negative bases	9	McGill0013	McGill0009	14
1.05	0.907313642756681	0/333=0.0% false negative bases	9	McGill0013	McGill0010	15
