fill	x	y	clickSelects	showSelected2	showSelected3
#F6F4BF	100	1	McGill0012	1	false.positive
#F6F4BF	100	1	McGill0013	1	false.positive
#F6F4BF	100	1	McGill0014	1	false.positive
#F6F4BF	100	1	McGill0015	1	false.positive
#F6F4BF	100	1	McGill0016	1	false.positive
#F6F4BF	100	2	McGill0012	1	false.positive
#F6F4BF	100	2	McGill0013	1	false.positive
#F6F4BF	100	2	McGill0014	1	false.positive
#F6F4BF	100	2	McGill0015	1	false.positive
#F6F4BF	100	2	McGill0016	1	false.positive
#F6F4BF	31.1394796763723	1	McGill0012	5	false.positive
#F6F4BF	30.9868707911438	1	McGill0013	5	false.positive
#F6F4BF	39.6153287146941	1	McGill0014	5	false.positive
#F6F4BF	46.7394990552783	1	McGill0015	5	false.positive
#F6F4BF	39.5402354537086	1	McGill0016	5	false.positive
#F6F4BF	26.3625793323967	2	McGill0012	5	false.positive
#F6F4BF	25.4372365679957	2	McGill0013	5	false.positive
#F6F4BF	28.3174264812751	2	McGill0014	5	false.positive
#F6F4BF	46.8581948549004	2	McGill0015	5	false.positive
#F6F4BF	38.4961968896856	2	McGill0016	5	false.positive
#F6F4BF	33.6490480112398	1	McGill0012	9	false.positive
#F6F4BF	34.9837701661741	1	McGill0013	9	false.positive
#F6F4BF	39.4215396540865	1	McGill0014	9	false.positive
#F6F4BF	40.9694297756892	1	McGill0015	9	false.positive
#F6F4BF	37.5999224843758	1	McGill0016	9	false.positive
#F6F4BF	27.4986677002083	2	McGill0012	9	false.positive
#F6F4BF	28.5790417130953	2	McGill0013	9	false.positive
#F6F4BF	30.0227702146214	2	McGill0014	9	false.positive
#F6F4BF	51.1191318250085	2	McGill0015	9	false.positive
#F6F4BF	39.818807228332	2	McGill0016	9	false.positive
#F6F4BF	36.03507581997	1	McGill0012	13	false.positive
#F6F4BF	37.5078726805872	1	McGill0013	13	false.positive
#F6F4BF	39.162346785524	1	McGill0014	13	false.positive
#F6F4BF	37.3988663339954	1	McGill0015	13	false.positive
#F6F4BF	37.8179351775592	1	McGill0016	13	false.positive
#F6F4BF	29.0078000096895	2	McGill0012	13	false.positive
#F6F4BF	29.1386076255995	2	McGill0013	13	false.positive
#F6F4BF	29.1143839930236	2	McGill0014	13	false.positive
#F6F4BF	48.0378857613488	2	McGill0015	13	false.positive
#F6F4BF	39.8745215832566	2	McGill0016	13	false.positive
#F6F4BF	37.3383072525556	1	McGill0012	17	false.positive
#F6F4BF	40.4025967734121	1	McGill0013	17	false.positive
#F6F4BF	38.7771910275665	1	McGill0014	17	false.positive
#F6F4BF	38.6512281381716	1	McGill0015	17	false.positive
#F6F4BF	38.3193643718812	1	McGill0016	17	false.positive
#F6F4BF	29.4414030327988	2	McGill0012	17	false.positive
#F6F4BF	29.3663097718134	2	McGill0013	17	false.positive
#F6F4BF	28.6177995252168	2	McGill0014	17	false.positive
#F6F4BF	44.1596821859406	2	McGill0015	17	false.positive
#F6F4BF	40.0319751950002	2	McGill0016	17	false.positive
#F6F4BF	38.970980088174	1	McGill0012	21	false.positive
#F6F4BF	42.4083135507001	1	McGill0013	21	false.positive
#F6F4BF	38.5809796037014	1	McGill0014	21	false.positive
#F6F4BF	36.9313502252798	1	McGill0015	21	false.positive
#F6F4BF	37.9124073446054	1	McGill0016	21	false.positive
#F6F4BF	29.8774284191657	2	McGill0012	21	false.positive
#F6F4BF	29.9694782229543	2	McGill0013	21	false.positive
#F6F4BF	28.2568673998353	2	McGill0014	21	false.positive
#F6F4BF	42.4688726321399	2	McGill0015	21	false.positive
#F6F4BF	40.1434039048496	2	McGill0016	21	false.positive
#F6F4BF	36.0496099995155	1	McGill0012	25	false.positive
