y	x	label	showSelected1	showSelected2	showSelected3	group
1.05	0.44098452883263	12715/12715=100.0% false positive bases	1	McGill0012	McGill0004	1
1.05	0.44098452883263	12715/12715=100.0% false positive bases	1	McGill0012	McGill0005	2
1.05	0.44098452883263	12715/12715=100.0% false positive bases	1	McGill0012	McGill0006	3
1.05	0.44098452883263	12715/12715=100.0% false positive bases	1	McGill0012	McGill0007	4
1.05	0.44098452883263	12715/12715=100.0% false positive bases	1	McGill0012	McGill0008	5
1.05	0.44098452883263	12715/12715=100.0% false positive bases	1	McGill0012	McGill0009	6
1.05	0.44098452883263	12715/12715=100.0% false positive bases	1	McGill0012	McGill0010	7
1.05	0.44098452883263	12715/12715=100.0% false positive bases	1	McGill0012	McGill0011	8
1.05	0.44098452883263	12715/12715=100.0% false positive bases	1	McGill0013	McGill0004	9
1.05	0.44098452883263	12715/12715=100.0% false positive bases	1	McGill0013	McGill0005	10
1.05	0.44098452883263	12715/12715=100.0% false positive bases	1	McGill0013	McGill0006	11
1.05	0.44098452883263	12715/12715=100.0% false positive bases	1	McGill0013	McGill0007	12
1.05	0.44098452883263	12715/12715=100.0% false positive bases	1	McGill0013	McGill0008	13
1.05	0.44098452883263	12715/12715=100.0% false positive bases	1	McGill0013	McGill0009	14
1.05	0.44098452883263	12715/12715=100.0% false positive bases	1	McGill0013	McGill0010	15
1.05	0.44098452883263	12715/12715=100.0% false positive bases	1	McGill0013	McGill0011	16
1.05	0.44098452883263	12715/12715=100.0% false positive bases	1	McGill0014	McGill0004	17
1.05	0.44098452883263	12715/12715=100.0% false positive bases	1	McGill0014	McGill0005	18
1.05	0.44098452883263	12715/12715=100.0% false positive bases	1	McGill0014	McGill0006	19
1.05	0.44098452883263	12715/12715=100.0% false positive bases	1	McGill0014	McGill0007	20
1.05	0.44098452883263	12715/12715=100.0% false positive bases	1	McGill0014	McGill0008	21
1.05	0.44098452883263	12715/12715=100.0% false positive bases	1	McGill0014	McGill0009	22
1.05	0.44098452883263	12715/12715=100.0% false positive bases	1	McGill0014	McGill0010	23
1.05	0.44098452883263	12715/12715=100.0% false positive bases	1	McGill0014	McGill0011	24
1.05	0.44098452883263	12715/12715=100.0% false positive bases	1	McGill0015	McGill0004	25
1.05	0.44098452883263	12715/12715=100.0% false positive bases	1	McGill0015	McGill0005	26
1.05	0.44098452883263	12715/12715=100.0% false positive bases	1	McGill0015	McGill0006	27
1.05	0.44098452883263	12715/12715=100.0% false positive bases	1	McGill0015	McGill0007	28
1.05	0.44098452883263	12715/12715=100.0% false positive bases	1	McGill0015	McGill0008	29
1.05	0.44098452883263	12715/12715=100.0% false positive bases	1	McGill0015	McGill0009	30
1.05	0.44098452883263	12715/12715=100.0% false positive bases	1	McGill0015	McGill0010	31
1.05	0.44098452883263	12715/12715=100.0% false positive bases	1	McGill0015	McGill0011	32
1.05	0.44098452883263	12715/12715=100.0% false positive bases	1	McGill0016	McGill0004	33
1.05	0.44098452883263	12715/12715=100.0% false positive bases	1	McGill0016	McGill0005	34
1.05	0.44098452883263	12715/12715=100.0% false positive bases	1	McGill0016	McGill0006	35
1.05	0.44098452883263	12715/12715=100.0% false positive bases	1	McGill0016	McGill0007	36
1.05	0.44098452883263	12715/12715=100.0% false positive bases	1	McGill0016	McGill0008	37
1.05	0.44098452883263	12715/12715=100.0% false positive bases	1	McGill0016	McGill0009	38
1.05	0.44098452883263	12715/12715=100.0% false positive bases	1	McGill0016	McGill0010	39
1.05	0.44098452883263	12715/12715=100.0% false positive bases	1	McGill0016	McGill0011	40
1.05	0.44098452883263	479/12715=3.8% false positive bases	5	McGill0012	McGill0004	1
1.05	0.44098452883263	0/12715=0.0% false positive bases	5	McGill0012	McGill0005	2
1.05	0.44098452883263	605/12715=4.8% false positive bases	5	McGill0012	McGill0006	3
1.05	0.44098452883263	581/12715=4.6% false positive bases	5	McGill0012	McGill0007	4
1.05	0.44098452883263	0/12715=0.0% false positive bases	5	McGill0012	McGill0008	5
1.05	0.44098452883263	0/12715=0.0% false positive bases	5	McGill0012	McGill0009	6
